,data,type
2123,i may pour out the half empty cup here i will still be making significantly less than i was making at the age of fresh out of college is an entire dollar and some change more an hour which feels like sweet desperate progress,joy
2124,i feel a little foolish for ever having left duluth,sadness
2125,i should ask them to move but the movers were working full speed and i didnt feel like being bitchy,anger
2126,im feeling a little bit embarrassed about the serious lapse in blogging but ive had an extremely busy past few months trying to finish new work in time for the toronto outdoor show as well as a number of other exhibitions,sadness
2127,staying in a relatives house which was broken in before,fear
2128,i did laps and now feel all virtuous,joy
2129,i found having old pip constantly on stage rather disruptive he sometimes reacted along with young pip and sometimes didn t he sometimes moved position in dramatic scenes and he just left me feeling rather awkward,sadness
2130,i have a feeling might have offended one of the dorks sitting in the censorship cubicle of doom,anger
2131,i was feeling fabulous until friday morning when i started to get these awful cramps at work,joy
2132,i feel a bit strange saying it,surprise
2133,i didn t feel terrific,joy
2134,i feel like as a generation of men as a family guy in my s in the suburbs of the midwest i feel like were a little bit lost says heimbuch who documented a search for his midwestern hunting roots in his soon to be released book and now we shall do manly things,sadness
2135,i am thrilled for a lot of these things i feel petrified,fear
2136,i had spare gear on the bike to cope with two punctures but was feeling particularly paranoid about the race tyres as i had already had two punctures on the previous three times i had taken them out training,fear
2137,ive been feeling very numb,sadness
2138,i feel so beaten down,sadness
2139,i have a feeling he is much more talented than i am,joy
2140,ive come to realize i need to stop runnin away from my fears gotta stop bein so confined and wanting to hide feeling the need to die and instead stic through this vicious hell like ride,anger
2141,i want to avoid feeling terrified,fear
2142,i was still feeling brave,joy
2143,i havent been feeling too bouncy lately so ive been quietly keeping my head down til the phase passes hence my almost complete absence from lj,joy
2144,i still feel like i got hit by a car i walked away only shaken up and not seriously damaged,fear
2145,i feel so disgusted when i see blood and feel like faiting and also when people eat raw meat in front of me,anger
2146,i feel so appreciative to have my life to live,joy
2147,i can t help but feel petrified of the future is she ever going to get better,fear
2148,i feel as if her call was not a sincere apology,joy
2149,i was wrong loads of times so much so that i feel kind of embarrassed thinking back now,sadness
2150,i used to feel guilty about the large portion of my time and income devoted to various craft hobbies but eventually i realised that i am stress busting and its cheaper than therapy,sadness
2151,i have bruises on my hips and elbows too so im feeling pretty banged up,joy
2152,i have a guy im actually feeling hilariously fond of,love
2153,i feel refrigerator magnets that were so popular a few years ago,joy
2154,i don t feel victimized,sadness
2155,i can t help feeling lucky little do i know,joy
2156,i feel blessed harper hasnt come down with anything worse but i know its only a matter of time,love
2157,ive been studying really hard for it and discovering pretty words that never crossed my mind and how they portray the exact meaning and i feel like ive missed out a lot,sadness
